Object ID,Is Public Domain,Department,AccessionYear,Object Name,Title,Culture,Artist Display Name,Artist Display Bio,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,City,Tags,Link Resource,Object Wikidata URL
887872,False,Drawings and Prints,1949,"Album Print Ornament, Architecture",Flemish Grotesque with a Seated Nymph on a Fantastic Cart,,Cornelis Bos,"Netherlandish, Hertogenbosch ca. 1510?–before 1556 Groningen",ca. 1550,1545,1555,Engraving,6 3/4 x 10 3/8 in (17.1 x 26.3 cm),Antwerp,,http://www.metmuseum.org/art/collection/search/887872,
390643,True,Drawings and Prints,1920.0,Drawing Ornament and Architecture,"Clothes Press, from Chippendale Drawings, Vol. II",,Thomas Chippendale,"British, baptised Otley, West Yorkshire 1718–1779 London",1753,1753,1753,"Black ink, gray wash",sheet: 8 5/8 x 12 1/2 in. (21.8 x 31.8 cm),London,Furniture,http://www.metmuseum.org/art/collection/search/390643,
2020,True,The American Wing,1972.0,Chest of drawers,Chest of Drawers,American,John Goddard,1724–1785,1755–85,1755,1785,"Mahogany, white pine, chestnut",34 3/4 x 36 3/4 x 21 1/2 in. (88.3 x 93.3 x 54.6 cm),Newport,,http://www.metmuseum.org/art/collection/search/2020,https://www.wikidata.org/wiki/Q116371818
718128,False,The American Wing,2020.0,Vase,Vase with flowers,American,Harriet Coulter Joor; Newcomb Pottery,"American, Navarro County, Texas 1875–1965 Lafayette, Louisiana|1894–1940",ca. 1902–04,1898,1909,Earthenware,H. 12 1/2 in.,New Orleans,,http://www.metmuseum.org/art/collection/search/718128,https://www.wikidata.org/wiki/Q98225205
20568,False,The American Wing,2000.0,Brooch,Brooch,American,Tiffany & Co.,1837–present,1854–70,1854,1870,Coral and gold,Brooch: 1 1/4 x 1 7/8 in. (3.2 x 4.8 cm),New York,Flowers,http://www.metmuseum.org/art/collection/search/20568,https://www.wikidata.org/wiki/Q83561999
701902,True,Drawings and Prints,1960.0,"Print, Fete, Ornament, Architecture",Plate 64: The magistrates of the city of Brussels marching in the funeral procession of Archduke Albert of Austria; from 'Pompa Funebris ... Alberti Pii',,Cornelis Galle I; Jacques Francquart,"Netherlandish, Antwerp 1576–1650 Antwerp|French, Brussels 1577–1651 Brussels",1623,1623,1623,Etching with hand coloring,"Sheet: 11 1/4 in. × 15 in. (28.5 × 38.1 cm)
Plate: 9 13/16 × 14 11/16 in. (25 × 37.3 cm)",Brussels,"Men, Funerals",http://www.metmuseum.org/art/collection/search/701902,
347787,False,Drawings and Prints,1970.0,Book,"The Comical Creatures from Wurtemberg with Twenty Illustrations, Drawn from the Stuffed Animals Contributed by Hermann Ploucquet of Stuttgart to the Great Exhibition",,"David Bogue; Levey, Robson and Franklyn; Harrison William Weir","British, active London, 1807/8–56|London|British, Lewes 1824–1906 Appledore, Kent",1851,1851,1851,Illustrations: steel engravings,8 5/16 x 6 1/2 x 3/8 in. (21.1 x 16.5 x 1 cm),London,,http://www.metmuseum.org/art/collection/search/347787,
431487,False,Drawings and Prints,1933.0,"Print collection ornament, architecture","Chapel enclosure with the Holy Family surrounded by Angels at left and the Flight into Egypt at right, from Clôtures de chapelles, plate 2, bound in Oeuvres. Vol. II",,Jean Le Pautre; Pierre Mariette le fils,"French, Paris 1618–1682 Paris|French, Paris 1634–1716 Paris",published 1659,1659,1659,Etching; fourth state of four (Préaud),"Sheet: 13 3/8 × 8 7/16 in. (34 × 21.5 cm)
Plate: 5 7/8 × 8 9/16 in. (15 × 21.7 cm)",Paris,,http://www.metmuseum.org/art/collection/search/431487,
715550,False,The American Wing,2020.0,Plaque,Plaque with Madonna and Child,American,Maija Grotell; Henry Street Settlement,"American (born Finland), Helsinki 1899–1973 Pontiac, Michigan|",ca. 1928–38,1923,1933,Earthenware,H. 2 3/8 in.; Dia. 10 3/8 in.,New York City,,http://www.metmuseum.org/art/collection/search/715550,https://www.wikidata.org/wiki/Q116444651
344567,False,Drawings and Prints,1917.0,Book,Household Stories from the Collection of the Brothers Grimm,,Walter Crane; Lucy Crane; Macmillan & Co.; Jacob Ludwig Carl Grimm; Wilhelm Carl Grimm,"British, Liverpool 1845–1915 Horsham|British, 1842–1882| |German, Hanau, Hesse-Kassel 1785–1863 Berlin|German, Hanau 1786–1859 Berlin",1882,1882,1882,Illustrations: wood engraving,7 11/16 x 5 3/8 x 7/8in. (19.6 x 13.7 x 2.3cm),London,"Cranes, Men, Women, Lutes, Cats, Dogs, Flowers, Allegory, Sleeping",http://www.metmuseum.org/art/collection/search/344567,
13675,False,The American Wing,1985.0,Floorcoverings,Floorcoverings,"American, Shaker",United Society of Believers in Christ’s Second Appearing (“Shakers”),"American, active ca. 1750–present",1800–1900,1800,1900,Woven wool,"33 3/4 x 47 in. (85.7 x 119.4 cm)
33 3/4 x 134 in. (85.7 x 340.4 cm)",New Lebanon,,http://www.metmuseum.org/art/collection/search/13675,
432889,False,Drawings and Prints,1933.0,"Print collection ornament, architecture","Frieze with a man strangling a sea monster at top, from Ornements pour embellir les chapiteax, architraves, friezes, and cornices, plate 3, bound in Oeuvres. Vol. IV",,Jean Le Pautre; Pierre Mariette le fils,"French, Paris 1618–1682 Paris|French, Paris 1634–1716 Paris",17th century,1633,1682,Etching; second state of two (Préaud),"Sheet: 13 7/16 × 8 7/16 in. (34.2 × 21.5 cm)
Plate: 8 11/16 × 5 7/8 in. (22 × 14.9 cm)",Paris,,http://www.metmuseum.org/art/collection/search/432889,
311358,False,Arts of Africa  Oceania  and the Americas,1978.0,Shield,Shield,Asmat people,Siti,,mid-20th century,1900,2000,"Wood, paint, sago palm leaves",H. 89 x W. 20 x D. 5 in. (226.1 x 50.8 x 12.7 cm),Erma,,http://www.metmuseum.org/art/collection/search/311358,
687765,False,Arts of Africa  Oceania  and the Americas,2015.0,Negative,Couple,,Seydou Keïta,"Malian, Bamako ca. 1921–2001 Paris",1950s–1960s,1950,1969,"Film, emulsion",H. 7 1/2 × W. 5 1/8 in. (19 × 13 cm),Bamako,"Couples, Men, Women, Portraits",http://www.metmuseum.org/art/collection/search/687765,https://www.wikidata.org/wiki/Q96586142
452113,True,Islamic Art,1970.0,Folio from an illustrated manuscript,"""Zahhak is Told His Fate"", Folio 29v from the Shahnama (Book of Kings) of Shah Tahmasp",,Sultan Muhammad; Abu'l Qasim Firdausi,"Iranian, active first half 16th century|Iranian, Paj ca. 940/41–1020 Tus",ca. 1524,1498,1549,"Opaque watercolor, ink, silver, and gold on paper","Painting: 
                 H. 7 3/8 in. (18.7 cm)
                 W. 12 15/16 in. (32.9 cm)
Page: 
                 H. 12 9/16 in. (31.9 cm)
                 W. 18 1/2 in. (47 cm)
Mat: 
                 H. 22 in. (55.9 cm)
                 W. 16 in. (40.6 cm)",Tabriz,Men,http://www.metmuseum.org/art/collection/search/452113,https://www.wikidata.org/wiki/Q64689662
2150,True,The American Wing,1933.0,Coffeepot,Coffeepot,American,John Vernon,1755–1845,ca. 1790,1787,1790,Silver,"Overall: 13 1/16 x 12 x 5 7/8 in. (33.2 x 30.5 x 14.9 cm); 49 oz. 11 dwt. (1541.2 g)
Foot: Diam. 5 1/4 in. (13.3 cm)",New York,,http://www.metmuseum.org/art/collection/search/2150,https://www.wikidata.org/wiki/Q116371691
389104,True,Drawings and Prints,1970.0,Print,"All on Hobbies, Gee Up, Gee Ho!",,Henry Clay; Henry R. Robinson; Edward Williams Clay; Thomas Hart Benton; Martin Van Buren; Daniel Webster; John Quincy Adams; John Caldwell Calhoun; Henry William Harrison,"American, Hanover County, Virginia 1777–1852 Washington, D.C.|American, died 1850|American, Philadelphia, Pennsylvania 1799–1857 New York|American, Neosho, Missouri 1889–1975 Kansas City, Missouri|American, 1782–1862|American, Salisbury, New Hampshire 1782–1852 Marshfield, Massachusetts|American, Braintree, Massachusetts 1767–1848 Washington, D.C.|American, 1782–1850|American, 1773–1841",1838,1838,1838,Hand-colored lithograph,sheet: 10 7/8 x 18 9/16 in. (27.7 x 47.2 cm),New York,"Men, Satire, Politics, Horses",http://www.metmuseum.org/art/collection/search/389104,https://www.wikidata.org/wiki/Q97732286
639578,True,Drawings and Prints,1958.0,Print,"Mary, Queen of Scots (from ""Histoire de la guerre de Flandre,"" volume 2, folio 598)",,"Mary, Queen of Scots; Famiano Strada; Pierre Du Ryer","British, Linlithgow 1542–1587 Fotheringhay|Italian, Rome 1572–1649|French, 1606–1658",1665,1665,1665,Engraving,Sheet: 5 7/16 × 3 3/8 in. (13.8 × 8.5 cm),Paris,"Queens, Portraits, Women, Mary Queen of Scots",http://www.metmuseum.org/art/collection/search/639578,
503415,True,Musical Instruments,1991,Pochette Bow,Pochette Bow,British,Dodd workshop,,late 18th century,1767,1800,"Wood, other materials","L. of stick 45.1 cm (17-3/4 in.), L. of hair 38 cm (14-15/16 in.), Weight 32.2 grams",London,,http://www.metmuseum.org/art/collection/search/503415,
347471,False,Drawings and Prints,1942.0,Book,"Memoir of John Cheney, Engraver",,Ednah Dow Cheney; Lee and Shepard; John Cheney; Seth Wells Cheney,"American, Boston, Massachusetts 1824–1904|Boston, Massachusetts|American, Manchester, Connecticut 1801–1885 Manchester, Connecticut|American, 1810–1856",1881 and 1889,1881,1881,Illustrations: engraving,9 1/16 x 6 7/8 in. (23 x 17.5 cm),Boston,,http://www.metmuseum.org/art/collection/search/347471,
432909,False,Drawings and Prints,1933.0,"Print collection ornament, architecture","Frieze at the top with two variant medallion designs, from Différents morceaux d'ornements à la romaine, plate 2, bound in Oeuvres. Vol. IV",,Jean Le Pautre; Pierre Mariette le fils,"French, Paris 1618–1682 Paris|French, Paris 1634–1716 Paris",17th century,1633,1682,Etching,"Sheet: 13 1/2 × 8 7/16 in. (34.3 × 21.5 cm)
Plate: 10 15/16 × 7 1/2 in. (27.8 × 19 cm)",Paris,,http://www.metmuseum.org/art/collection/search/432909,
8200,True,The American Wing,1933.0,Tankard,Tankard,American,Daniel Christian Fueter,1720–1785,ca. 1760,1757,1760,Silver,"Overall: 7 1/2 x 8 in. (19.1 x 20.3 cm); 39 oz. 16 dwt. (1238.4 g)
Base: Diam. 5 9/16 in. (14.1 cm)
Lip: Diam. 4 5/8 in. (11.7 cm)",New York,,http://www.metmuseum.org/art/collection/search/8200,https://www.wikidata.org/wiki/Q116334535
727053,False,Drawings and Prints,1991.0,"Book Prints Ornaments, Architecture","Prismes: 40 Planches de Dessins et Coloris Nouveaux, Pl. 22",,Emile-Allain Séguy; Editions d'Art Charles Moreau,"French, 1877–1951|French",[ca. 1930],1925,1935,Pochoir,"Image: 10 9/16 × 7 9/16 in. (26.9 × 19.2 cm)
Sheet: 12 1/2 × 8 7/8 in. (31.8 × 22.6 cm)
Book: 12 15/16 × 9 13/16 × 7/8 in. (32.8 × 25 × 2.3 cm)",Paris,,http://www.metmuseum.org/art/collection/search/727053,
407365,True,Drawings and Prints,1933.0,Print,Love in the East,,Thomas Rowlandson,"British, London 1757–1827 London",1787,1787,1787,Etching,"Plate: 6 7/8 x 9 13/16 in. (17.4 x 25 cm)
Sheet: 18 1/2 x 12 3/8 in. (47 x 31.5 cm)",London,"Couples, Men, Women",http://www.metmuseum.org/art/collection/search/407365,
383276,False,Drawings and Prints,2008.0,Print,Tomb of Pope Adrian VI,,Pope Adrian VI; Matthaeus Greuter,"Netherlandish, 1459–1523|German, Strassburg ca. 1566–1638 Rome",1630,1630,1630,Engraving,"plate: 13 3/8 x 9 1/8 in. (34 x 23.2 cm)
sheet: 16 1/8 x 10 1/16 in. (40.9 x 25.6 cm)",Rome,,http://www.metmuseum.org/art/collection/search/383276,
709277,False,Drawings and Prints,1952.0,Book,"The Delineator, A Monthly Magazine Illustrating European and American Fashions, Vol. XI, No. 6",,E. Butterick and Co.,"New York, NY",June 1878,1878,1878,Catalogue with letterpress and wood engraving,10 5/8 × 7 15/16 × 1/16 in. (27 × 20.1 × 0.1 cm),New York,,http://www.metmuseum.org/art/collection/search/709277,
7369,True,The American Wing,1966.0,Seed stand,Seed Stand,"American, Shaker",United Society of Believers in Christ’s Second Appearing (“Shakers”),"American, active ca. 1750–present",1800–1825,1800,1825,"Maple, pine",24 1/4 x 19 1/2 x 12 5/8 in. (61.6 x 49.5 x 32.1 cm),New Lebanon,,http://www.metmuseum.org/art/collection/search/7369,https://www.wikidata.org/wiki/Q116342604
661775,False,Drawings and Prints,1952.0,Print,"Plan des Thermes de Tite, from Les Plus Beaux Monuments de Rome Ancienne ou Recueil des plus beaux Morceaux de l'Antiquité Romaine qui existent encore",,Leonardo di Giovanni Pietro Bufalini; Bouchard & Gravier; Giunchi Heritiers de Komarek; Dominico Montagu,"Italian, Udine ca. 1486–1552 Rome|Rome| |Italian, active Rome, ca. 1750–76",1761,1761,1761,Etching,Plate: 7 5/8 × 9 3/16 in. (19.3 × 23.3 cm),Rome,,http://www.metmuseum.org/art/collection/search/661775,
347459,False,Drawings and Prints,1968.0,Book,Les Histoires du Petit Renaud,,Leopold Chauveau; Pierre Bonnard; Librairie Gallimard,"French, Lyon 1870–1940 Paris|French, Fontenay-aux-Roses 1867–1947 Le Cannet|",1927,1927,1927,Hand-colored lithograph,Overall: 11 1/4 x 9 x 1/2 in. (28.6 x 22.9 x 1.3 cm),Paris,,http://www.metmuseum.org/art/collection/search/347459,
345443,False,Drawings and Prints,1956.0,Book,Traité Encyclopédique de l'Art du Tailleur,,F. A. Barde; Hippolyte Tillilard,"French, active 19th century|",1834,1834,1834,plates: lithographs,Overall: 10 1/4 x 6 1/2 x 1 3/16 in. (26 x 16.5 x 3 cm),Paris,,http://www.metmuseum.org/art/collection/search/345443,
5775,True,The American Wing,1967.0,Pitcher,Pitcher,American,Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts",ca. 1843–67,1840,1867,Blown and cut glass,H. 9 in. (22.9 cm); Diam. 5 1/2 in. (14 cm),Sandwich,,http://www.metmuseum.org/art/collection/search/5775,https://www.wikidata.org/wiki/Q116360462
432614,False,Drawings and Prints,1933.0,"Print collection ornament, architecture","Title Page depicting a monstrance before which the faithfull kneel, within a rich border, from Ostensoirs, reliquaires et appliques, plate 1, bound in Oeuvres. Vol. III",,Jean Le Pautre; Pierre Mariette le fils,"French, Paris 1618–1682 Paris|French, Paris 1634–1716 Paris",17th century,1633,1682,Etching; third state of four (Préaud),"Sheet: 13 3/8 × 8 1/4 in. (34 × 21 cm)
Plate: 8 3/16 × 5 5/8 in. (20.8 × 14.3 cm)",Paris,,http://www.metmuseum.org/art/collection/search/432614,
347147,False,Drawings and Prints,1931.0,Book,Il Funerale d'Agostin Carroccio fatto in Bologna sua Patria da gl'Incaminati Academici del Disegno,,Agostino Carracci; Vittorio Benacci; Guido Reni; Francesco Brizio,"Italian, Bologna 1557–1602 Parma|Italian, active 16th century|Italian, Bologna 1575–1642 Bologna|Italian, Bologna ca. 1574–1623 Bologna",1603,1603,1603,Printed book with etched illustrations,Overall: 8 1/16 x 5 7/8 x 5/16 in. (20.5 x 15 x 0.8 cm),Bologna,,http://www.metmuseum.org/art/collection/search/347147,
690785,False,Drawings and Prints,1952.0,Book,"Propaganda Fide, from Les Plus Beaux Edifices de Rome Moderne, ou Recueil des plus belles vues des principales eglises, places, palais, fontaines etc. qui sont dans Rome",,Jean Barbault; Bouchard & Gravier; Freicenet; Komarek,"French, Viarmes 1718–1762 Rome|Rome|Italian, active Rome, mid-18th century|",1763,1763,1763,Engraving,Plate: 4 5/16 × 7 1/2 in. (11 × 19 cm),Rome,,http://www.metmuseum.org/art/collection/search/690785,
433473,False,Drawings and Prints,1949.0,Print,"The soldier lifting the pike, from the Lansquenets series, plate 18, in Waffenhandlung von den Rören Musquetten undt Spiessen / Wapenhandelinghe van Roers Musquetten ende Spiessen (The Exercise of Arms)",,Jacques de Gheyn II; Jacques de Gheyn II; Robert Willemsz de Baudous,"Netherlandish, Antwerp 1565–1629 The Hague|Netherlandish, Antwerp 1565–1629 The Hague|Netherlandish, 1574/5–1659",published 1608,1608,1608,Engraving; second state of three (New Hollstein),Sheet: 9 15/16 × 6 7/8 in. (25.3 × 17.5 cm),The Hague,,http://www.metmuseum.org/art/collection/search/433473,
628929,False,Drawings and Prints,1948.0,"Print ornament, architecture","Cartouche with a recumbent river god and river goddess holding fruit at bottom left and right, from Strapwork Cartouches with Grotesques, plate 7",,Hans Vredeman de Vries; Hieronymus Cock,"Netherlandish, Leeuwarden 1527–1606 (?)  Antwerp (?)|Netherlandish, Antwerp ca. 1510–1570 Antwerp",ca. 1555–70,1550,1575,Etching,"Plate: 8 3/16 × 6 in. (20.8 × 15.3 cm)
Sheet: 10 5/16 × 7 in. (26.2 × 17.8 cm)",Antwerp,,http://www.metmuseum.org/art/collection/search/628929,
368379,False,Drawings and Prints,1941.0,"Book, Ornament and architecture",Hoc in volumine haec opera continentur Cleonidae harmonicum introductorium interprete Georgio Valla Placentino. L. Vitruvii Pollionis de Architectura libri decem. Sexti Iulii Frontini de Aquaeductibus liber unus. Angeli policiani opusculum: quod Panepi...,,Pico Master; Cleonides; Marcus Pollio Vitruvius; Giorgio Valla; Simon Bevilaqua; Angelo Poliziano; Sextus Julius Frontinus; Julius Firmicus Maternus,"Italian|2nd century CE|Roman, active late 1st century BCE|Italian, 1430–1500|active 1485–1518|Italian, Montepulciano 1454–1494 Florence|ca. 30–104|Roman, 4th century CE",1497,1497,1497,Printed book with woodblock illustrations,12 15/16 x 8 11/16 x 1 11/16 in. (32.8 x 22 x 4.3 cm),Venice,,http://www.metmuseum.org/art/collection/search/368379,
659764,True,Drawings and Prints,1922.0,"Books Prints Ornament, Architecture","Convivio delle Belle Donne, page 8 (verso)",,Nicolò Zoppino; Matteo da Treviso,"Italian, Ferrara 1478/80–1544 Venice|Italian, active 16th century",August 1532,1532,1532,Woodcut,Overall: 7 7/8 x 5 1/2 in. (20 x 14 cm),Venice,"Ornament, Dogs, Rabbits, Birds, Lions",http://www.metmuseum.org/art/collection/search/659764,
347827,False,Drawings and Prints,1959.0,Book,"Catalog A; Costumers, Medicine Cabinets, Office Tables, Cafe Tables, Butlers Trays and Stands. . .",,Conrey-Davis Manufacturing Co.,"Shelbyville, Indiana",1909,1909,1909,Illustrations: photomechanical process,10 1/2 x 7 1/2 in. (26.7 x 19.1 cm),Shelbyville,,http://www.metmuseum.org/art/collection/search/347827,
421038,False,Drawings and Prints,1957.0,Print,"St. James Major, from Les Grands Apôtres Debout, Représentant Le Sauveur, La Bienheureuse Marie et Les Saints Apôtres (The Large Standing Apostles, Representing The Savior, The Blessed Mary and The Apostles)",,Israël Henriet; Jacques Callot,"French, Nancy ca. 1590–1661 Paris|French, Nancy 1592–1635 Nancy",1631,1631,1631,Etching; second state of three (Lieure),"Sheet: 6 5/8 x 4 5/8 in. (16.8 x 11.8 cm)
Plate: 5 11/16 x 3 7/8 in. (14.4 x 9.8 cm)",Paris,,http://www.metmuseum.org/art/collection/search/421038,
732214,False,The American Wing,2016.0,Vase,Vase,American,Gorham Manufacturing Company,"American, Providence, Rhode Island, 1831–present",1898,1898,1898,Silver and enamel,"12 3/8 × 6 1/2 in., 29.98oz. (31.4 × 16.5 cm, 850g)",Providence,,http://www.metmuseum.org/art/collection/search/732214,https://www.wikidata.org/wiki/Q116444809
470328,True,The Cloisters,1953.0,Painting,The Intercession of Christ and the Virgin,Italian,Lorenzo Monaco (Piero di Giovanni),"Italian, Florence (?) ca. 1370–1425 Florence (?)",before 1402,1402,1402,Tempera on canvas,Overall: 94 1/4 x 60 1/4 x 1 in. (239.4 x 153 x 2.5 cm),Florence,"Christ, Virgin Mary, Doves, God the Father",http://www.metmuseum.org/art/collection/search/470328,https://www.wikidata.org/wiki/Q20200874
734391,False,Drawings and Prints,1963.0,"Book
Ornament, Architecture
Prints","Chimney, from Second Book of Architecture",,André Wechel; Jacques Androuet Du Cerceau,"|French, Paris 1510/12–1585 Annecy",1561,1561,1561,Etching,"Sheet: 12 7/8 × 8 5/8 in. (32.7 × 21.9 cm)
Plate: 10 1/2 × 7 9/16 in. (26.7 × 19.2 cm)",Paris,,http://www.metmuseum.org/art/collection/search/734391,
3682,True,The American Wing,2000.0,Firescreen,Firescreen,American,John La Farge,"American, New York 1835–1910 Providence, Rhode Island",1884,1884,1884,"Leaded opalescent glass, brass","Overall: 42 x 29 in. (106.7 x 73.7 cm)
Panel: 30 x 26 7/8 in. (76.2 x 68.3 cm)",New York,,http://www.metmuseum.org/art/collection/search/3682,
729579,False,Drawings and Prints,1927.0,"Print
Ornament, Architecture",Bed-hanging design,,Nicolas Gautrot; Guillaume Gabriel Androuet Ducerceau,"French, active 18th century|French, died Paris, 1743",ca. 1700–10,1695,1715,Engraving,Sheet (trimmed): 4 1/4 × 12 3/16 in. (10.8 × 31 cm),Paris,,http://www.metmuseum.org/art/collection/search/729579,
7435,True,The American Wing,1933.0,Coin,Shilling,American,John Hull; Robert Sanderson Sr.,1624–1683|ca. 1608–1693,1652,1652,1652,Silver,"1 1/8 in., 4.52 Grams (2.8 cm, 2.906 dwt)",Boston,,http://www.metmuseum.org/art/collection/search/7435,https://www.wikidata.org/wiki/Q116342034
433402,False,Drawings and Prints,1933.0,"Print collection ornament, architecture","Two designs with Bacchus seated at left, from Montants à la romaine, plate 6, bound in Oeuvres. Vol. IV",,Jean Le Pautre; Pierre Mariette le fils,"French, Paris 1618–1682 Paris|French, Paris 1634–1716 Paris",17th century,1633,1682,Etching; second state of two (Préaud),"Sheet: 13 7/16 × 8 1/4 in. (34.2 × 21 cm)
Plate: 8 7/8 × 6 in. (22.5 × 15.3 cm)",Paris,,http://www.metmuseum.org/art/collection/search/433402,
16757,False,The American Wing,2000.0,Marrow Scoop,Marrow Scoop,American,Ephraim Brasher,"American, baptized 1744–1810",ca. 1770,1770,1770,Silver,H. 8 13/16 in. (22.4 cm); 1 oz. 2 dwt. (35.4 g),New York,,http://www.metmuseum.org/art/collection/search/16757,https://www.wikidata.org/wiki/Q116393503
504157,True,Musical Instruments,1989,Alto Recorder in F,Alto Recorder in F,British,Goulding & Co.,"British, founded London 1785",ca. 1800–1810,1800,1830,Boxwood,L. 47.0 cm (18 1/2 in.),London,,http://www.metmuseum.org/art/collection/search/504157,
348711,False,Drawings and Prints,1961.0,Book,Pirotecnia Moderna,,Fiorina Di Maio; Ulrico Hoepli,|Milan,1891,1891,1891,Engraving,Overall: 5 7/8 x 3 15/16 x 3/8 in. (15 x 10 x 1 cm),Milan,,http://www.metmuseum.org/art/collection/search/348711,
345007,False,Drawings and Prints,1970.0,Book,"Aperçu et Nouveaux Modèles sur l'Art de Composer, de Distribuer et de Décorer Toute Espéce de Jardins, Extraits de Divers Ouvrage",,C. J. Mat,,1829,1829,1829,"Engravings, some hand colored",Overall: 11 5/8 x 9 1/16 x 1 3/16 in. (29.5 x 23 x 3 cm),Bruxelles,,http://www.metmuseum.org/art/collection/search/345007,
479000,True,The Cloisters,2010.0,Stained glass panel,Two Sections of a Border,French,Rémois Atelier,"French, active Reims, late 12th–early 13th century",1175–1200,1175,1200,Pot-metal glass and vitreous paint,"Overall (.1): 24 5/8 x 8 3/8 x 5/16 in. (62.5 x 21.3 x 0.8 cm)
Overall (.2): 24 5/8 x 8 3/8 x 5/16 in. (62.5 x 21.3 x 0.8 cm)",Reims,,http://www.metmuseum.org/art/collection/search/479000,https://www.wikidata.org/wiki/Q20201987
4581,True,The American Wing,1933.0,Jug,Jug,American,John W. Forbes,1781–1864,ca. 1810,1807,1810,"Silver, ceramic","Overall: 9 1/2 x 7 11/16 x 7 1/16 in. (24.1 x 19.5 x 17.9 cm); 42 oz. 18 dwt. (1334 g)
Base: Diam. 4 1/2 in. (11.4 cm)",New York,"Hunting, Dogs, Men",http://www.metmuseum.org/art/collection/search/4581,https://www.wikidata.org/wiki/Q116366662
425844,True,Drawings and Prints,1953.0,"Print ornament, architecture","Horizontal Panel with a Row of Flowers Above a Frieze with a Hunting Scene in a Landscape, from Livre Nouveau de Fleurs Tres-Util",,Nicolas Cochin; Balthazar Moncornet,"French, Troyes 1610–1686 Paris|French, Rouen 1600–1668 Paris",1645,1645,1645,Etching and burin,Sheet: 2 15/16 × 4 5/8 in. (7.5 × 11.7 cm),Paris,"Horses, Flowers",http://www.metmuseum.org/art/collection/search/425844,
1868,False,The American Wing,1966.0,Side Chair,Side Chair,"American, Shaker",United Society of Believers in Christ’s Second Appearing (“Shakers”),"American, active ca. 1750–present",1840–60,1840,1860,Maple,26 x 17 1/4 x 12 1/4 in. (66 x 43.8 x 31.1 cm),Watervliet|New Lebanon,,http://www.metmuseum.org/art/collection/search/1868,https://www.wikidata.org/wiki/Q116390734
710721,False,Drawings and Prints,1974.0,Print,Us,,Universal Limited Art Editions; Frank O'Hara; Robert Blackburn; Larry Rivers,"|American, 1926–1966|American, Summit, New Jersey 1920–2003 New York|American, Bronx, New York 1923–2002 Southampton, New York",1957,1957,1957,Lithograph,"Sheet: 18 11/16 × 23 7/8 in. (47.4 × 60.7 cm)
Image: 13 3/4 × 17 13/16 in. (35 × 45.2 cm)",West Islip,,http://www.metmuseum.org/art/collection/search/710721,https://www.wikidata.org/wiki/Q96586236
505329,False,Musical Instruments,1963,Alpine Zither,Alpine Zither,German,Johann Haslwanter,"German, Mittenwald 1824–1884 Munich",ca. 1825–1900,1825,1900,"Wood, metal, ivory, mother-or-pearl",Overall: 32.4 x 2.5 x 50.8cm (12 3/4 x 1 x 20in.),Munich,,http://www.metmuseum.org/art/collection/search/505329,
112,True,The American Wing,1985.0,Andiron,Andiron,American,John Molineux,active ca. 1800–1820,ca. 1810,1807,1810,"Brass, iron",H. 17 in. (43.2 cm),Boston,,http://www.metmuseum.org/art/collection/search/112,https://www.wikidata.org/wiki/Q116373661
15862,False,The American Wing,1969.0,Vase,Vase,American,Van Briggle Pottery Company,1901–present,1906,1906,1906,Earthenware,H. 13 1/2 in. (34.3 cm); Diam. 5 3/8 in. (13.7 cm),Colorado Springs,,http://www.metmuseum.org/art/collection/search/15862,https://www.wikidata.org/wiki/Q116328504
14140,False,The American Wing,1987.0,Tablecloth,Embroidered Table Scarf,American,Gustav Stickley,"American, Osceola, Wisconsin 1858–1942 Syracuse, New York",ca. 1906,1903,1906,"Linen, embroidered with linen thread",72 x 19 1/2 in. (182.9 x 49.5 cm),Fayetteville,,http://www.metmuseum.org/art/collection/search/14140,
349346,False,Drawings and Prints,1975.0,Book,Woman Alive,,Susan Ertz; Bip Pares; D. Appleton & Co.,"British, 1894–1985|British, 1904–1975|New York, NY",1936,1936,1936,"Illustrations: lithographs, halftone",7 11/16 x 5 5/16 in. (19.5 x 13.5 cm),New York|London,,http://www.metmuseum.org/art/collection/search/349346,
628939,False,Drawings and Prints,1948.0,"Print ornament, architecture","Cartouche with an oval central compartment topped by the head of a monkey, from Strapwork Cartouches with Grotesques, plate 15",,Hans Vredeman de Vries; Hieronymus Cock,"Netherlandish, Leeuwarden 1527–1606 (?)  Antwerp (?)|Netherlandish, Antwerp ca. 1510–1570 Antwerp",ca. 1555–70,1550,1575,Etching,"Plate: 6 1/8 × 8 1/16 in. (15.5 × 20.5 cm)
Sheet: 7 × 10 5/16 in. (17.8 × 26.2 cm)",Antwerp,,http://www.metmuseum.org/art/collection/search/628939,
760414,False,Drawings and Prints,1931.0,Book Print Ornament and Architecture,"Plate 84: Six Various Pannels, from ""A New Book of Chinese Designs""",,Matthew Darly; George Edwards,"British, ca. 1720–1780 London|British, Stratford 1694–1773 Plaistow",1754,1754,1754,Etching and engraving,"Plate: 7 1/2 × 10 1/16 in. (19 × 25.6 cm)
Sheet: 9 3/16 × 11 9/16 in. (23.4 × 29.4 cm)
Book: 12 in. × 9 13/16 in. × 1 3/16 in. (30.5 × 25 × 3 cm)",London,,http://www.metmuseum.org/art/collection/search/760414,
